index,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage_new,engine_new,power_new
4512,Maruti Swift Dzire LXI,Kochi,2013,Petrol,Manual,First,5,4.16,6,59,maruti,19.1,1197,85.8
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,Petrol,Automatic,First,5,6.34,3,45,hyundai,16.9,1197,82
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,Petrol,Manual,First,7,3.75,3,55,maruti,15.1,1196,73
4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,Petrol,Manual,First,5,7.93,1,18,hyundai,18.6,1197,81.86
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,Diesel,Manual,First,5,2.1,8,143,ford,17.8,1399,67
4532,Maruti Wagon R VXI AMT,Kolkata,2017,Petrol,Automatic,First,5,3.95,2,17,maruti,22.5,998,67
4533,Tata Indigo eCS GLE BSIII,Pune,2013,Petrol,Manual,Second,5,1.5,6,70,tata,15.4,1193,65
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,Petrol,Manual,Second,5,3,9,50,hyundai,17,1197,80
4535,Honda Jazz Active,Kolkata,2010,Petrol,Manual,First,5,1.99,9,39,honda,16,1198,90
4536,Maruti A-Star Lxi,Kolkata,2010,Petrol,Manual,First,5,1.35,9,60,maruti,19,998,66.1
4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,Diesel,Manual,Second,5,2.89,9,84,volkswagen,22.07,1199,73.9
4542,Nissan Sunny 2011-2014 XL,Kochi,2013,Petrol,Manual,First,5,3.97,6,68,nissan,16.95,1498,97.7
4543,Maruti Alto K10 VXI AGS,Chennai,2017,Petrol,Automatic,First,5,4.25,2,5,maruti,24.07,998,67.1
4544,Maruti Ritz ZXI,Coimbatore,2016,Petrol,Manual,First,5,6.17,3,40,maruti,21.1,1197,85.8
4547,Honda Amaze S i-Dtech,Jaipur,2013,Diesel,Manual,Second,5,4.25,6,63,honda,25.8,1498,98.6
4548,Honda City i DTEC SV,Kolkata,2014,Diesel,Manual,First,5,4.75,5,45,honda,26,1498,98.6
4556,Maruti Swift Dzire VDI,Hyderabad,2017,Diesel,Manual,First,5,7.95,2,22,maruti,26.59,1248,74
4557,Maruti Celerio ZXI,Hyderabad,2015,Petrol,Manual,Second,5,4.5,4,47,maruti,23.1,998,67.04
4560,Honda Jazz V,Kochi,2017,Petrol,Manual,First,5,6.8,2,36,honda,18.2,1199,88.7
4561,Tata Nano Cx BSIV,Coimbatore,2014,Petrol,Manual,First,4,1.68,5,42,tata,25.4,624,37.48
4562,Maruti Alto 800 2016-2019 LXI,Chennai,2016,Petrol,Manual,First,5,2.9,3,61,maruti,24.7,796,47.3
4563,Maruti Wagon R VXI,Mumbai,2014,Petrol,Manual,First,5,3.16,5,43,maruti,22.5,998,67.04
4564,Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,Diesel,Manual,First,5,3.9,5,60,hyundai,24.4,1120,71
4565,Chevrolet Beat LT,Delhi,2010,Petrol,Manual,Second,5,1.95,9,54,chevrolet,17.8,1199,76.8
4568,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,Diesel,Manual,First,5,4.5,7,80,hyundai,21.27,1396,88.76
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,Diesel,Automatic,First,5,11.5,1,3,maruti,24.3,1248,88.5
4571,Maruti Alto K10 LXI,Delhi,2016,Petrol,Manual,First,5,3,3,35,maruti,24.07,998,67.1
4572,Hyundai EON Magna Plus,Coimbatore,2015,Petrol,Manual,First,5,3.79,4,26,hyundai,21.1,814,55.2
4573,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,Diesel,Manual,First,5,6,4,59,maruti,28.09,1248,88.5
4576,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,Diesel,Manual,First,5,5.8,4,80,volkswagen,20.14,1498,88.8
4580,Volkswagen Polo 1.5 TDI Highline,Kochi,2016,Diesel,Manual,First,5,5.49,3,59,volkswagen,20.14,1498,88.8
4582,Hyundai i20 1.2 Magna,Kolkata,2011,Petrol,Manual,First,5,2.5,8,36,hyundai,18.5,1197,80
4583,Hyundai i10 Sportz 1.1L,Kolkata,2015,Petrol,Manual,Second,5,3,4,24,hyundai,19.81,1086,68.05
4584,Tata Tigor 1.05 Revotorq XT,Kochi,2018,Diesel,Manual,First,5,6.64,1,28,tata,24.7,1047,69
4585,Hyundai EON Era,Kochi,2017,Petrol,Manual,First,5,3.21,2,8,hyundai,21.1,814,55.2
4586,Hyundai Santro Xing GLS,Chennai,2009,Petrol,Manual,Second,5,1.55,10,136,hyundai,17.92,1086,62.1
4587,Hyundai Santro Xing GLS,Hyderabad,2011,Petrol,Manual,First,5,2.59,8,60,hyundai,17.92,1086,62.1
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,Diesel,Manual,First,5,9.75,2,45,maruti,24.3,1248,88.5
4594,Hyundai i20 Magna 1.2,Kochi,2017,Petrol,Manual,First,5,6.59,2,14,hyundai,18.6,1197,81.83
4596,Honda City i DTEC VX,Jaipur,2014,Diesel,Manual,First,5,7.25,5,76,honda,25.1,1498,98.6
4597,Hyundai i10 Era 1.1 iTech SE,Pune,2008,Petrol,Manual,First,5,1.9,11,72,hyundai,19.81,1086,68.05
4598,Maruti Swift VDI BSIV,Kolkata,2015,Diesel,Manual,First,5,3.55,4,45,maruti,25.2,1248,74
4600,Ford Ikon 1.3 Flair,Kochi,2009,Petrol,Manual,First,5,1.65,10,66,ford,13.8,1299,70
4605,Honda Amaze S i-Dtech,Ahmedabad,2014,Diesel,Manual,First,5,4.35,5,61,honda,25.8,1498,98.6
4606,Maruti Zen LXi - BS III,Hyderabad,2006,Petrol,Manual,Second,5,1.2,13,80,maruti,17.3,993,60
4607,Hyundai i20 Magna,Jaipur,2013,Petrol,Manual,Second,5,4.1,6,59,hyundai,18.5,1197,80
4610,Maruti Swift Dzire LDI,Kolkata,2016,Diesel,Manual,First,5,4,3,85,maruti,26.59,1248,74
4611,Maruti Swift VDI,Jaipur,2013,Diesel,Manual,First,5,4.33,6,88,maruti,22.9,1248,74
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,Diesel,Manual,First,5,5.43,4,81,hyundai,24,1186,73.97
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,Petrol,Manual,First,5,4.9,3,18,ford,18.16,1196,86.8
4616,Hyundai Grand i10 AT Asta,Ahmedabad,2015,Petrol,Automatic,First,5,5.1,4,46,hyundai,18.9,1197,82
4619,Nissan Micra Diesel XV Premium,Ahmedabad,2013,Diesel,Manual,First,5,3.9,6,71,nissan,23.08,1461,63.1
4621,Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,Diesel,Manual,First,5,2.95,8,70,tata,21.12,1248,88.8
4623,Maruti Swift Ldi BSIV,Pune,2009,Diesel,Manual,Second,5,2.49,10,140,maruti,17.8,1248,75
4624,Maruti Swift LDI Optional,Jaipur,2015,Diesel,Manual,First,5,4.5,4,130,maruti,25.2,1248,74
4625,Toyota Corolla Altis Diesel D4DJ,Delhi,2011,Diesel,Manual,First,5,4.5,8,89,toyota,21.43,1364,87.2
4626,Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,Diesel,Manual,First,5,6.9,4,67,honda,27.3,1498,98.6
4628,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,Petrol,Manual,First,5,2.21,9,72,skoda,16.25,1198,73.9
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,Petrol,Manual,First,5,3,3,26,renault,21.7,999,67
4634,Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,Diesel,Manual,First,5,3.5,7,27,tata,22.3,1248,88.8
4635,Hyundai i20 Active 1.4 SX,Kochi,2018,Diesel,Manual,First,5,7.59,1,37,hyundai,21.19,1396,88.73
4637,Renault KWID RXT,Hyderabad,2016,Petrol,Manual,First,5,3.8,3,25,renault,25.17,799,53.3
4639,Hyundai EON D Lite Plus,Bangalore,2013,Petrol,Manual,Second,5,2.95,6,45,hyundai,21.1,814,55.2
4640,Honda Amaze VX i-DTEC,Delhi,2013,Diesel,Manual,First,5,3.75,6,75,honda,25.8,1498,98.6
4641,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,Diesel,Manual,First,5,2.5,9,90,volkswagen,22.07,1199,73.9
4644,Honda Amaze E i-Vtech,Kochi,2017,Petrol,Manual,First,5,6.14,2,37,honda,18,1198,86.7
4646,Maruti Celerio VXI AT,Hyderabad,2014,Petrol,Automatic,First,5,3.75,5,46,maruti,23.1,998,67.04
4649,Honda WRV i-VTEC VX,Hyderabad,2017,Petrol,Manual,First,5,8.9,2,15,honda,17.5,1199,88.7
4653,Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,Diesel,Manual,First,5,11.13,0,35,ford,22.77,1498,98.59
4655,Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,Diesel,Manual,First,5,2.98,5,61,ford,18.6,1388,67
4656,Hyundai Santro Xing GLS,Pune,2010,Petrol,Manual,Second,5,1.7,9,75,hyundai,17.92,1086,62.1
4658,Maruti Alto LXi BSII,Pune,2003,Petrol,Manual,First,5,0.95,16,69,maruti,19.7,796,46.3
4664,Maruti Swift ZXI,Hyderabad,2011,Petrol,Manual,First,5,4.4,8,53,maruti,18.6,1197,85.8
4666,Maruti Ertiga VXI,Ahmedabad,2012,Petrol,Manual,First,7,5.35,7,25,maruti,16.02,1373,93.7
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,Petrol,Automatic,Second,5,6.3,3,36,hyundai,18.9,1197,82
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,Diesel,Manual,First,5,4.5,3,100,hyundai,24.4,1120,71
4675,Hyundai i10 Magna,Mumbai,2010,Petrol,Manual,First,5,2.25,9,55,hyundai,20.36,1197,78.9
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,Diesel,Manual,Second,5,4.18,7,49,hyundai,21.9,1396,88.76
4678,Hyundai Verna 1.4 EX,Chennai,2013,Diesel,Manual,First,5,6.5,6,79,hyundai,23.5,1396,88.7
4680,Maruti Ertiga VDI,Pune,2016,Diesel,Manual,First,7,7.64,3,54,maruti,25.47,1248,88.5
4681,Maruti Alto LXi BSII,Hyderabad,2011,Petrol,Manual,First,5,2.4,8,28,maruti,19.7,796,46.3
4682,Maruti Wagon R AMT VXI,Mumbai,2016,Petrol,Automatic,First,5,4.25,3,9,maruti,20.51,998,67
4684,Maruti Alto LXi BSIII,Bangalore,2011,Petrol,Manual,First,5,2.39,8,64,maruti,19.7,796,46.3
4686,Maruti Baleno Zeta 1.2,Delhi,2016,Petrol,Manual,First,5,6.21,3,21,maruti,21.4,1197,83.1
4693,Maruti Swift VDI,Mumbai,2013,Diesel,Manual,First,5,4.65,6,35,maruti,22.9,1248,74
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,Diesel,Manual,First,5,5.75,5,57,toyota,23.59,1364,67.06
4696,Maruti Wagon R LX,Jaipur,2006,Petrol,Manual,First,5,1.11,13,110,maruti,18.9,998,67.1
4700,Hyundai i20 Sportz Petrol,Kochi,2011,Petrol,Manual,First,5,3.45,8,62,hyundai,17,1197,80
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,Petrol,Manual,First,5,7.32,1,14,hyundai,18.6,1197,81.86
4703,Honda Amaze S i-Vtech,Jaipur,2014,Petrol,Manual,First,5,4.4,5,41,honda,18,1198,86.7
4705,Maruti Alto 800 VXI,Coimbatore,2016,Petrol,Manual,First,5,4.12,3,18,maruti,22.74,796,47.3
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,Petrol,Automatic,First,5,6.2,3,21,hyundai,18.9,1197,82
4710,Hyundai i20 Magna,Chennai,2010,Petrol,Manual,Second,5,2.8,9,95,hyundai,18.5,1197,80
4711,Hyundai Grand i10 AT Asta,Pune,2015,Petrol,Automatic,First,5,4.8,4,32,hyundai,18.9,1197,82
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,Diesel,Manual,First,5,5.65,5,122,ford,25.01,1498,89.75
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,Diesel,Manual,First,5,5.9,4,69,maruti,26.59,1248,74
4716,Toyota Etios VXD,Pune,2015,Diesel,Manual,Second,5,5,4,65,toyota,23.59,1364,67.04
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,Petrol,Manual,First,5,4.9,4,23,hyundai,19.1,1197,82
4720,Hyundai Accent GLE,Delhi,2012,Petrol,Manual,First,5,2.45,7,56,hyundai,13.2,1495,94
4721,Maruti Alto 800 LXI,Pune,2013,Petrol,Manual,First,5,2.5,6,30,maruti,22.74,796,47.3
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,Diesel,Manual,Second,5,5.75,6,92,ford,22.7,1498,89.84
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,Petrol,Manual,First,5,5,1,40,hyundai,20.14,1197,81.86
4730,Ford Ikon 1.6 CLXI,Pune,2003,Petrol,Manual,Second,5,0.85,16,83,ford,14.2,1597,92
4731,Nissan Micra Active XV,Pune,2018,Petrol,Manual,First,5,4,1,24,nissan,19.69,1198,67.04
4732,Honda Brio VX AT,Pune,2016,Petrol,Automatic,First,5,5.1,3,32,honda,16.5,1198,86.8
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,Petrol,Automatic,First,5,5.45,4,41,hyundai,16.9,1197,82
4738,Chevrolet Spark 1.0 LT,Kochi,2008,Petrol,Manual,First,5,1.75,11,43,chevrolet,18,995,62
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,Diesel,Manual,First,7,9.75,2,17,maruti,24.52,1248,88.5
4740,Honda Amaze S i-Dtech,Bangalore,2013,Diesel,Manual,First,5,4.75,6,61,honda,25.8,1498,98.6
4746,Maruti Wagon R LXI BS IV,Delhi,2011,Petrol,Manual,First,5,2.5,8,68,maruti,18.9,998,67.1
4747,Hyundai i10 Era 1.1,Mumbai,2013,Petrol,Manual,First,5,2.75,6,49,hyundai,19.81,1086,68.05
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,Petrol,Manual,First,5,5.85,0,16,tata,23.84,1199,84
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,Petrol,Manual,First,5,6.25,3,30,maruti,21.4,1197,83.1
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,Petrol,Manual,First,5,4.75,2,15,hyundai,18.9,1197,81.86
4752,Ford Figo Diesel EXI,Delhi,2013,Diesel,Manual,First,5,2.55,6,54,ford,20,1399,68.05
4754,Maruti Alto 800 LXI,Kochi,2015,Petrol,Manual,First,5,3.01,4,21,maruti,22.74,796,47.3
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,Diesel,Manual,First,5,9.48,1,39,maruti,28.09,1248,88.5
4761,Maruti Wagon R LXI,Jaipur,2004,Petrol,Manual,Second,5,1.25,15,62,maruti,18.9,998,67.1
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,Diesel,Manual,First,5,5.5,4,34,maruti,28.09,1248,88.5
4764,Hyundai EON D Lite Plus,Coimbatore,2016,Petrol,Manual,First,5,3.71,3,64,hyundai,21.1,814,55.2
4765,Maruti Ertiga VXI,Mumbai,2014,Petrol,Manual,First,7,6.25,5,69,maruti,16.02,1373,93.7
4767,Honda City 1.5 GXI,Mumbai,2005,Petrol,Manual,Second,5,1.1,14,81,honda,12.8,1493,100
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,Petrol,Manual,First,5,4.72,3,36,volkswagen,16.47,1198,73.9
4772,Maruti Swift VDI,Kolkata,2014,Diesel,Manual,First,5,3.9,5,47,maruti,22.9,1248,74
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,Petrol,Manual,First,5,6.28,2,37,hyundai,18.6,1197,81.86
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,Petrol,Manual,First,5,7.85,2,31,hyundai,18.9,1197,82
4781,Maruti Alto LXI,Hyderabad,2007,Petrol,Manual,First,5,1.75,12,52,maruti,19.7,796,46.3
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,Diesel,Manual,First,5,5.5,6,66,renault,19.87,1461,83.8
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,Diesel,Manual,First,5,2.75,10,76,ford,17.8,1399,68
4786,Ford Figo Diesel ZXI,Mumbai,2011,Diesel,Manual,First,5,3.2,8,30,ford,20,1399,68
4791,Mitsubishi Lancer GLXD,Chennai,2003,Diesel,Manual,Third,5,3,16,125,mitsubishi,14.8,1998,68
4793,Maruti Ciaz VDi Plus,Chennai,2015,Diesel,Manual,First,5,6.5,4,90,maruti,26.21,1248,88.5
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,Diesel,Manual,First,5,9.4,1,11,maruti,24.3,1248,88.5
4797,Hyundai i20 1.2 Asta,Chennai,2011,Petrol,Manual,First,5,4.5,8,47,hyundai,17,1197,80
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,Petrol,Manual,First,5,5.56,4,45,hyundai,19.1,1197,82
4802,Hyundai i10 Magna,Mumbai,2011,Petrol,Manual,First,5,2.65,8,41,hyundai,20.36,1197,78.9
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,Petrol,Manual,Third,8,0.85,15,66,maruti,19.7,796,35
4808,Maruti Swift VDI,Pune,2012,Diesel,Manual,First,5,4.5,7,94,maruti,22.9,1248,74
4818,Tata Sumo EX,Coimbatore,2015,Diesel,Manual,First,7,5.29,4,84,tata,15.3,2956,83.8
4819,Datsun redi-GO T,Kolkata,2016,Petrol,Manual,First,5,2.25,3,15,datsun,22.7,799,53.64
4822,Maruti Alto Vxi 1.1,Chennai,2002,Petrol,Manual,Second,5,1.22,17,103,maruti,18.9,1061,47
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,Petrol,Manual,First,5,3.65,7,64,volkswagen,16.47,1198,73.9
4824,Datsun GO Plus A,Pune,2016,Petrol,Manual,First,7,3.1,3,35,datsun,20.62,1198,67
4826,Maruti Alto K10 VXI,Kochi,2015,Petrol,Manual,First,5,3.46,4,23,maruti,24.07,998,67.1
4829,Honda Amaze S i-Dtech,Pune,2014,Diesel,Manual,Second,5,4.5,5,71,honda,25.8,1498,98.6
4831,Maruti Swift VDI,Kolkata,2014,Diesel,Manual,First,5,3.95,5,25,maruti,22.9,1248,74
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,Diesel,Manual,First,5,4.75,7,117,nissan,21.64,1461,84.8
4836,Maruti Swift Dzire VXi,Bangalore,2009,Petrol,Manual,Second,5,3.1,10,65,maruti,17.5,1298,85.8
4837,Hyundai EON Sportz,Kochi,2017,Petrol,Manual,First,5,3.61,2,46,hyundai,21.1,814,55.2
4838,Honda Brio S MT,Coimbatore,2015,Petrol,Manual,First,5,4.29,4,36,honda,19.4,1198,86.8
4839,Nissan Micra XV Primo,Kolkata,2011,Petrol,Manual,First,5,2.13,8,43,nissan,18.06,1198,75
4840,Maruti Alto LXi BSII,Mumbai,2008,Petrol,Manual,First,5,1.1,11,54,maruti,19.7,796,46.3
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,Petrol,Manual,First,5,5.35,5,7,volkswagen,16.47,1198,74
4843,Maruti Celerio LXI,Hyderabad,2014,Petrol,Manual,First,5,3.9,5,58,maruti,23.1,998,67.04
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,Petrol,Manual,First,5,2.8,5,37,maruti,21.5,1197,81.8
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,Diesel,Manual,First,5,8.75,3,29,maruti,26.21,1248,88.5
4847,Honda Brio S MT,Kolkata,2013,Petrol,Manual,First,5,2.75,6,32,honda,19.4,1198,86.8
4849,Honda City i DTEC V,Delhi,2014,Diesel,Manual,First,5,5.7,5,66,honda,26,1498,98.6
4851,Chevrolet Spark 1.0 LT,Chennai,2011,Petrol,Manual,Second,5,1.75,8,29,chevrolet,18,995,62
4852,Ford Figo Diesel EXI,Chennai,2010,Diesel,Manual,Second,5,1.9,9,107,ford,20,1399,68
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,Petrol,Manual,First,5,4.5,4,36,maruti,20.4,1197,81.8
4857,Hyundai EON Era Plus,Jaipur,2015,Petrol,Manual,First,5,2.5,4,54,hyundai,21.1,814,55.2
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,Petrol,Manual,First,5,5.38,2,23,ford,18.16,1196,86.8
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,Petrol,Manual,First,5,2.65,6,30,maruti,20.92,998,67.1
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,Petrol,Manual,First,5,3.3,2,2,maruti,24.7,796,47.3
4863,Hyundai Santro D Lite,Chennai,2001,Petrol,Manual,Third,5,0.7,18,140,hyundai,20.3,1086,68
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,Diesel,Manual,First,5,6.83,2,32,hyundai,24.4,1120,71
4865,Honda Amaze S i-Dtech,Kochi,2016,Diesel,Manual,First,5,5.77,3,46,honda,25.8,1498,98.6
4866,Maruti Swift Vdi BSIII,Chennai,2008,Diesel,Manual,Second,5,3.1,11,107,maruti,17.8,1248,75
4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,Petrol,Manual,First,5,4.95,2,19,volkswagen,16.2,1199,74
4872,Tata Indica V2 DLX,Kolkata,2008,Diesel,Manual,First,5,0.85,11,50,tata,17.2,1396,53.5
4873,Maruti Baleno Alpha,Chennai,2016,Petrol,Manual,First,5,6.95,3,16,maruti,21.4,1197,83.1
4874,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,Diesel,Manual,First,5,3.45,2,82,hyundai,24.4,1120,71
4876,Hyundai i20 Sportz Option 1.2,Delhi,2015,Petrol,Manual,Second,5,4.95,4,36,hyundai,18.6,1197,81.83
4878,Hyundai i20 Sportz 1.2,Coimbatore,2016,Petrol,Manual,First,5,6.79,3,16,hyundai,18.6,1197,81.83
4879,Maruti Swift Dzire ZXI,Mumbai,2014,Petrol,Manual,First,5,4.5,5,48,maruti,19.1,1197,85.8
4880,Maruti Wagon R LXI,Kochi,2014,Petrol,Manual,First,5,3.01,5,52,maruti,22.5,998,67.04
4881,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,Diesel,Manual,First,5,4.4,7,68,hyundai,21.9,1396,88.76
4883,Hyundai i10 Sportz,Coimbatore,2014,Petrol,Manual,First,5,4.66,5,31,hyundai,20.36,1197,78.9
4884,Hyundai Grand i10 Asta,Chennai,2015,Petrol,Manual,First,5,5.5,4,25,hyundai,18.9,1197,82
4885,Hyundai i20 Asta 1.2,Ahmedabad,2016,Petrol,Manual,First,5,6,3,57,hyundai,18.6,1197,81.83
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,Diesel,Manual,First,5,10.19,1,57,maruti,24.3,1248,88.5
4888,Honda Amaze S i-Dtech,Kochi,2016,Diesel,Manual,First,5,5.25,3,47,honda,25.8,1498,98.6
4890,Hyundai i20 Sportz Diesel,Ahmedabad,2010,Diesel,Manual,First,5,2.7,9,62,hyundai,23,1396,90
4891,Hyundai i10 Era,Coimbatore,2013,Petrol,Manual,First,5,3.39,6,65,hyundai,19.81,1086,68.05
4892,Maruti Swift Dzire VDI,Hyderabad,2014,Diesel,Manual,First,5,5.69,5,81,maruti,26.59,1248,74
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,Diesel,Manual,First,5,8.4,2,24,maruti,27.39,1248,74
4895,Chevrolet Beat Diesel,Hyderabad,2012,Diesel,Manual,First,5,2.5,7,72,chevrolet,25.44,936,57.6
4896,Honda Brio V MT,Pune,2012,Petrol,Manual,First,5,3.25,7,59,honda,19.4,1198,86.8
4897,Ford Figo Diesel Titanium,Mumbai,2014,Diesel,Manual,Second,5,3.25,5,33,ford,20,1399,68.05
4898,Maruti Celerio VXI AT,Pune,2016,Petrol,Automatic,First,5,4.25,3,36,maruti,23.1,998,67.04
4901,Honda Brio S MT,Jaipur,2015,Petrol,Manual,First,5,4.25,4,46,honda,19.4,1198,86.8
4902,Maruti Baleno Alpha CVT,Mumbai,2018,Petrol,Automatic,First,5,8.85,1,3,maruti,21.4,1197,83.1
4903,Hyundai EON Sportz,Coimbatore,2014,Petrol,Manual,First,5,4.14,5,14,hyundai,21.1,814,55.2
4905,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,Diesel,Manual,First,5,7,4,68,hyundai,23,1396,90
4908,Maruti SX4 ZDI,Kochi,2012,Diesel,Manual,Second,5,3.53,7,77,maruti,21.5,1248,88.8
4913,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,Diesel,Manual,Second,5,3.99,5,58,hyundai,24.4,1120,71
4915,Ford Figo Diesel EXI,Hyderabad,2015,Diesel,Manual,First,5,3.8,4,65,ford,20,1399,68
4917,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,Diesel,Manual,First,7,8.75,2,22,mahindra,18.49,1493,100
4921,Hyundai i20 Sportz 1.2,Mumbai,2016,Petrol,Manual,First,5,5.75,3,24,hyundai,18.6,1197,81.83
4923,Nissan Micra Active XV S,Delhi,2015,Petrol,Manual,First,5,3.5,4,28,nissan,19.49,1198,67.04
4928,Maruti Swift Dzire VDI,Jaipur,2015,Diesel,Manual,First,5,5.25,4,58,maruti,23.4,1248,74
4930,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,Diesel,Manual,First,5,5.21,2,60,hyundai,24,1120,70
4931,Mahindra TUV 300 T8,Pune,2016,Diesel,Manual,First,7,6.3,3,67,mahindra,18.49,1493,100
4932,Hyundai Grand i10 CRDi Sportz,Kochi,2014,Diesel,Manual,First,5,4.72,5,51,hyundai,24,1120,70
4934,Maruti Dzire AMT VDI,Coimbatore,2018,Diesel,Automatic,First,5,8.37,1,25,maruti,28.4,1248,73.75
4937,Honda Jazz 1.5 V i DTEC,Pune,2015,Diesel,Manual,First,5,6.4,4,97,honda,27.3,1498,98.6
4941,Chevrolet Beat Diesel LT,Hyderabad,2012,Diesel,Manual,First,5,2.7,7,61,chevrolet,25.44,936,57.6
4946,Maruti Swift VDI,Jaipur,2012,Diesel,Manual,Second,5,3.9,7,160,maruti,22.9,1248,74
4949,Maruti Swift Ldi BSIII,Bangalore,2008,Diesel,Manual,Second,5,3,11,100,maruti,17.8,1248,75
4950,Ford Aspire Titanium Diesel,Kolkata,2017,Diesel,Manual,First,5,6,2,60,ford,26.1,1498,99
4951,Hyundai i10 Sportz,Mumbai,2009,Petrol,Manual,First,5,2.11,10,48,hyundai,20.36,1197,78.9
4953,Maruti Alto LXi,Jaipur,2011,Petrol,Manual,First,5,1.5,8,100,maruti,19.7,796,46.3
4955,Maruti Swift VXI BSIV,Bangalore,2006,Petrol,Manual,Second,5,2.85,13,80,maruti,20.4,1197,81.8
4957,Tata Indica V2 DLE BSIII,Hyderabad,2011,Diesel,Manual,Second,5,0.91,8,96,tata,17.88,1396,52.8
4958,Maruti Alto 800 VXI,Jaipur,2014,Petrol,Manual,Second,5,2.42,5,45,maruti,22.74,796,47.3
4960,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,Petrol,Manual,First,5,2.8,6,38,volkswagen,16.47,1198,73.9
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,Petrol,Automatic,First,5,8.3,0,8,maruti,22,1197,81.8
4963,Maruti Swift Vdi BSIII,Jaipur,2010,Diesel,Manual,First,5,2.9,9,152,maruti,17.8,1248,75
